oid,label
ZTF18aazvdoy,1
ZTF18aasixdk,1
ZTF17aaaabfb,0
ZTF17aaaaibh,0
ZTF17aaaaaun,0
ZTF17aaaysxw,1
ZTF17aabwcfs,1
ZTF18aayydwk,1
ZTF17aaaprvi,1
ZTF17aaaafmh,0
ZTF18aahfqbc,1
ZTF17aaaaios,0
ZTF17aacsdjt,1
ZTF17aaaagoi,0
ZTF17aaaagqc,0
ZTF17aacriur,1
ZTF18aasxaiu,1
ZTF17aaaaidr,0
ZTF17aacnycl,1
ZTF17aaaaiqc,0
ZTF17aaaafaq,0
ZTF17aaaadiz,0
ZTF17aabijmz,1
ZTF17aaaafav,0
ZTF18aaxxfgs,1
ZTF18aauuqrh,1
ZTF18aajkiog,1
ZTF17aaaxnwc,1
ZTF17aaaagig,0
ZTF17aacqzvi,1
ZTF18aaztlgy,1
ZTF17aaaabjr,0
ZTF17aaccpzl,1
ZTF17aaaafiv,0
ZTF18aavuvqs,1
ZTF17aaaajsj,0
ZTF17aacqhzc,1
ZTF18aaypwsq,1
ZTF17aaaaakn,0
ZTF18aavribu,1
ZTF17aackcly,1
ZTF17aaaabfu,0
ZTF17aaaaiit,0
ZTF17aaaahad,0
ZTF17aablvze,1
ZTF18aawpsdc,1
ZTF17aaaajnr,0
ZTF18aaywkpf,1
ZTF17aaaahun,0
ZTF17aaaaark,0
ZTF17aabwtok,1
ZTF17aaaaimt,0
ZTF17aacrkiz,1
ZTF18aakdxos,1
ZTF17aacsnkr,1
ZTF17aaaajbn,0
ZTF18aazgfkq,1
ZTF17aaaaany,0
ZTF17aaaahur,0
ZTF18aaqcimr,1
ZTF18aayleaj,1
ZTF17aaaaadv,0
ZTF17aaaahhz,0
ZTF17aaaafbq,0
ZTF17aaaaivm,0
ZTF17aaaaekb,0
ZTF18aaynlhp,1
ZTF17aaaagzf,0
ZTF17aaaajfc,0
ZTF17aabxcjw,1
ZTF17aaaajhb,0
ZTF17aaaadwo,0
ZTF17aaaaitf,0
ZTF17aaaaitp,0
ZTF18aayyybl,1
ZTF17aaaaewe,0
ZTF17aaaabaw,0
ZTF17aaaahjn,0
ZTF17aaaajkb,0
ZTF18aayyeoi,1
ZTF17aacsnlh,1
ZTF17aaaagtm,0
ZTF17aaaaflw,0
ZTF17aaaabmg,0
ZTF17aaaafkp,0
ZTF17aaaagyn,0
ZTF17aaazwof,1
ZTF17aaayrpn,1
ZTF18aaouulz,1
ZTF17aaaahlp,0
ZTF18aaylcvm,1
ZTF17aaaajpz,0
ZTF17aaaaarc,0
ZTF18aanxxdo,1
ZTF17aaaafoe,0
ZTF17aacajgc,1
ZTF17aaaajps,0
ZTF17aaaaawx,0
ZTF18aaykmxx,1
ZTF17aaaabdq,0
ZTF18aaowzhk,1
ZTF18aawygfy,1
ZTF17aaaaina,0
ZTF17aacpbzv,1
ZTF17aaaacen,0
ZTF18aazwvad,1
ZTF17aaaajmc,0
ZTF17aaaafgn,0
ZTF17aaaahut,0
ZTF17aaaaiqs,0
ZTF17aacrbpr,1
ZTF17aaaaipb,0
ZTF17aacpmzz,1
ZTF18aawjxgs,1
ZTF17aacrqpz,1
ZTF17aaaahsz,0
ZTF17aacnmny,1
ZTF17aabunpy,1
ZTF17aaaaala,0
ZTF18aaouoit,1
ZTF18aaxyuxr,1
ZTF17aaaahve,0
ZTF18abadzpk,1
ZTF18aazoexh,1
ZTF17aacqgcn,1
ZTF18aavwnkn,1
ZTF17aaaahcj,0
ZTF18aauebur,1
ZTF17aaasjje,1
ZTF17aaaafdk,0
ZTF17aaarzsu,1
ZTF17aaaaeih,0
ZTF17aaaadvs,0
ZTF17aaazrbp,1
ZTF17aaaahfw,0
ZTF17aacjugf,1
ZTF18aaxsfuy,1
ZTF18aazauwh,1
ZTF17aaaaaxi,0
ZTF17aaaaehw,0
ZTF17aacqhdi,1
ZTF17aaakeac,1
ZTF17aaccole,1
ZTF17aaaadjd,0
ZTF18aatbhsx,1
ZTF18aaygwpy,1
ZTF17aaaaily,0
ZTF18aaxsxdb,1
ZTF17aacadsx,1
ZTF17aaaafcl,0
ZTF17aaaajqk,0
ZTF18aayhbic,1
ZTF17aaaabmj,0
ZTF18aazgmjl,1
ZTF17aaaajkh,0
ZTF18aavrhmq,1
ZTF17aaaahht,0
ZTF17aaaaiix,0
ZTF17aaaahls,0
ZTF17aacacwi,1
ZTF18aawjhmu,1
ZTF18aawdllh,1
ZTF17aaaaaoz,0
ZTF17aaaagnd,0
ZTF18aarioqj,1
ZTF17aaaaciw,0
ZTF17aaaadnl,0
ZTF18aaszfhi,1
ZTF17aacnybx,1
ZTF17aaaagup,0
ZTF17aaaajka,0
ZTF17aacqims,1
ZTF17aabicob,1
ZTF17aacrihe,1
ZTF17aacrklx,1
ZTF17aabewgp,1
ZTF18aaywevj,1
ZTF17aaaaihy,0
ZTF18aavnkxt,1
ZTF18aakyczh,1
ZTF17aaaafit,0
ZTF17aaaaael,0
ZTF17aaaajvr,0
ZTF18aawdnxu,1
ZTF17aacrjgf,1
ZTF17aaaafjv,0
ZTF17aacsdyz,1
ZTF17aaaafws,0
ZTF17aaaaiqy,0
ZTF17aacrenq,1
ZTF17aaaajhp,0
ZTF17aaaaauj,0
ZTF18aarwjli,1
ZTF18aaxzcsn,1
ZTF17aacmpgc,1
ZTF18aarucqm,1
ZTF17aacrkpe,1
ZTF17aaaaicm,0
ZTF18aazhxmr,1
ZTF17aaaafdu,0
ZTF17aaaahee,0
ZTF17aaatuwo,1
ZTF17aacrdre,1
ZTF17aaaaisu,0
ZTF17aacrjkj,1
ZTF17aaaajgy,0
ZTF17aaaaglw,0
ZTF17aaaajoz,0
ZTF18aazywty,1
ZTF17aaaaico,0
ZTF17aaaaarf,0
ZTF17aaazgtp,1
ZTF17aacrkiy,1
ZTF17aaaaanu,0
ZTF17aaaahpe,0
ZTF17aabacqn,1
ZTF18aayfyeq,1
ZTF17aaaaezr,0
ZTF17aaaaids,0
ZTF17aaadbvh,1
ZTF17aacrkmc,1
ZTF18aaxxnil,1
ZTF17aaaairp,0
ZTF18aawfami,1
ZTF18aamstrn,1
ZTF17aabukcm,1
ZTF17aacqhvh,1
ZTF18aayiono,1
ZTF18aawovrx,1
ZTF17aaaafbg,0
ZTF17aacqgep,1
ZTF18aakhwnf,1
ZTF17aaaadtd,0
ZTF17aaaafww,0
ZTF17aaaajfq,0
ZTF18aawldxu,1
ZTF17aaaahke,0
ZTF17aaazihf,1
ZTF18aavutsu,1
ZTF17aaaaezm,0
ZTF17aaaaiql,0
ZTF17aaaahty,0
ZTF17aacrmau,1
ZTF17aaaahuv,0
ZTF17aaaahgl,0
ZTF17aaaahkb,0
ZTF17aackzba,1
ZTF18aawqbtz,1
ZTF17aaaahcg,0
ZTF18aawpqgd,1
ZTF17aaaahxi,0
ZTF17aaaahco,0
ZTF17aaaacet,0
ZTF17aacqofm,1
ZTF17aaaaiua,0
ZTF17aaaadev,0
ZTF17aaaagfp,0
ZTF17aaaaayx,0
ZTF18aayklrm,1
ZTF18aavusfa,1
ZTF17aaaageh,0
ZTF17aacnoyz,1
ZTF17aacqiam,1
ZTF17aacrjgj,1
ZTF17aacnczs,1
ZTF17aabukcq,1
ZTF17aaaafjw,0
ZTF17aaaajll,0
ZTF17aacqofn,1
ZTF17aaaaifi,0
ZTF17aaaagti,0
ZTF17aaaaioe,0
ZTF17aaaajys,0
ZTF18aaxxewy,1
ZTF18aawigkf,1
ZTF17aacrdlv,1
ZTF17aaaagzp,0
ZTF17aacsnkf,1
ZTF17aaaaibp,0
ZTF17aabiwsm,1
ZTF17aaaahxo,0
ZTF17aaaaadq,0
ZTF17aaaaata,0
ZTF18aazekwe,1
ZTF17aacchwc,1
ZTF17aaaajlk,0
ZTF17aaaoinp,1
ZTF17aaaacth,0
ZTF17aaaajjb,0
ZTF17aackkxl,1
ZTF17aaaahuu,0
ZTF18aazbmxw,1
ZTF17aaaahns,0
ZTF17aaatdoq,1
ZTF18aatyqyd,1
ZTF17aaaahxu,0
ZTF17aabuoav,1
ZTF17aaaahgp,0
ZTF17aaaaimn,0
ZTF17aaaaald,0
ZTF17aacslmr,1
ZTF17aaaaaiq,0
ZTF17aaaxnvt,1
ZTF18aaxpnan,1
ZTF17aaaafxh,0
ZTF17aacrvxf,1
ZTF18aayfbej,1
ZTF18aaztolp,1
ZTF18aazacaq,1
ZTF17aaatvcw,1
ZTF18aavtkyd,1
ZTF18aazhktp,1
ZTF18aaztbtz,1
ZTF17aaaahka,0
ZTF17aaaaasq,0
ZTF17aacriif,1
ZTF17aaaajiy,0
ZTF18aadsnwd,1
ZTF17aaaabdt,0
ZTF17aacqfdg,1
ZTF17aaaaaif,0
ZTF17aaaajvs,0
ZTF18aazflwt,1
ZTF17aaaaedl,0
ZTF17aaaadlp,0
ZTF17aacsnks,1
ZTF18aayngfd,1
ZTF18aazfmpy,1
ZTF18aallqux,1
ZTF17aaaaamx,0
ZTF17aacqkoy,1
ZTF17aacrigt,1
ZTF17aaaajqu,0
ZTF17aacqhzk,1
ZTF17aaaafld,0
ZTF17aaaahix,0
ZTF17aaaafwo,0
ZTF18aamyxol,1
ZTF17aaaajoy,0
ZTF17aacqcyv,1
ZTF17aaaacug,0
ZTF17aaaainz,0
ZTF17aaaywmt,1
ZTF17aacrdex,1
ZTF18aaxgwpl,1
ZTF18aaznlju,1
ZTF17aaaafbd,0
ZTF17aaaahnv,0
ZTF17aaccjrl,1
ZTF17aaaabak,0
ZTF18aazckxp,1
ZTF17aaaails,0
ZTF17aacriia,1
ZTF18aaqkrvo,1
ZTF17aacrith,1
ZTF17aaazfsv,1
ZTF18aazcjut,1
ZTF17aacrath,1
ZTF17aaaahpm,0
ZTF17aacahsz,1
ZTF17aaaadju,0
ZTF17aaaaaxa,0
ZTF17aaaaart,0
ZTF17aaaadxe,0
ZTF17aaaaies,0
ZTF17aaaafew,0
ZTF17aabduag,1
ZTF17aacpshy,1
ZTF18aatezaj,1
ZTF17aaaahng,0
ZTF17aaaaacy,0
ZTF17aaaajyw,0
ZTF17aaaaavz,0
ZTF18aarotht,1
ZTF17aacrdkn,1
ZTF18aaztdln,1
ZTF17aaaahar,0
ZTF17aacraqt,1
ZTF17aackcpf,1
ZTF18aazdeeo,1
ZTF18aaabiok,1
ZTF17aacqimm,1
ZTF17aabusdi,1
ZTF17aaaaaiv,0
ZTF17aaaadxj,0
ZTF17aaaaibk,0
ZTF17aaaahii,0
ZTF17aacrkhd,1
ZTF18aatjmcx,1
ZTF18aazekfw,1
ZTF18aahhqih,1
ZTF17aaazifv,1
ZTF17aaaaann,0
ZTF18aapxnju,1
ZTF18aatlfus,1
ZTF18aamvamz,1
ZTF17aacspfd,1
ZTF17aaaxlje,1
ZTF18aankjav,1
ZTF17aaaaava,0
ZTF18aawhrjb,1
ZTF17aaaaiiv,0
ZTF17aacrigu,1
ZTF17aaaahid,0
ZTF17aacrito,1
ZTF18aawudwn,1
ZTF17aaaajyn,0
ZTF17aacriui,1
ZTF17aaaajhk,0
ZTF17aaaadvz,0
ZTF17aaaaaan,0
ZTF17aaaahir,0
ZTF18aaxssqr,1
ZTF17aaaahhq,0
ZTF17aaaafer,0
ZTF17aaaaibo,0
ZTF17aaaadwg,0
ZTF17aaaajnv,0
ZTF18aaxcfbt,1
ZTF17aaaadsm,0
ZTF17aaaahdi,0
ZTF17aaaaffb,0
ZTF17aacrboi,1
ZTF17aaaaghf,0
ZTF17aackxus,1
ZTF18aaufbbz,1
ZTF17aabxbah,1
ZTF17aacrhox,1
ZTF17aaaaefu,0
ZTF17aacrjkl,1
ZTF18aaxsxhf,1
ZTF18aaviqmj,1
ZTF18aavjcpf,1
ZTF17aaaaayq,0
ZTF17aaaaiqd,0
ZTF17aacroxf,1
ZTF17aacrehm,1
ZTF17aaaafio,0
ZTF17aaaafmd,0
ZTF17aaaahlg,0
ZTF17aaaaaxm,0
ZTF17aabepbe,1
ZTF17aacmpvl,1
ZTF18aawrskb,1
ZTF17aaaajuj,0
ZTF17aaaadhc,0
ZTF18aarrffk,1
ZTF17aaaakay,0
ZTF18aaiydyr,1
ZTF17aaaaewh,0
ZTF17aaaacqb,0
ZTF17aacrhmg,1
ZTF17aaaaflh,0
ZTF17aabndrf,1
ZTF17aaaadqf,0
ZTF18aaytios,1
ZTF17aaaaabc,0
ZTF17aaaagxe,0
ZTF17aaaaaxn,0
ZTF17aaaaidx,0
ZTF17aaaacpz,0
ZTF17aacrrdg,1
ZTF17aaaajcu,0
ZTF17aaaahul,0
ZTF17aacrdqa,1
ZTF17aaaagfb,0
ZTF17aacqijx,1
ZTF17aaaaifz,0
ZTF18aaxsfqn,1
ZTF17aaapphg,1
ZTF17aaaaith,0
ZTF17aaaajkw,0
ZTF17aaazefa,1
ZTF18abaeacr,1
ZTF17aaaaaru,0
ZTF18aaszoxf,1
ZTF17aabwkci,1
ZTF18aarpqof,1
ZTF17aaaaanp,0
ZTF18aanbmyj,1
ZTF17aaaahxq,0
ZTF17aaaahin,0
ZTF17aaaaiho,0
ZTF18aaspqfv,1
ZTF17aacqmcv,1
ZTF18aahhffw,1
ZTF18aaxyruv,1
ZTF18aazcieq,1
ZTF17aaaabag,0
ZTF17aaaahmh,0
ZTF17aaaaihl,0
ZTF17aaaahbw,0
ZTF17aaaaaob,0
ZTF18aayauuy,1
ZTF18aagzlqf,1
ZTF17aacrigd,1
ZTF17aaaairr,0
ZTF17aaaagdn,0
ZTF17aaaahpa,0
ZTF17aaaafcb,0
ZTF17aacrisw,1
ZTF17aaaaakl,0
ZTF17aaaahpi,0
ZTF17aaaahaa,0
ZTF17aaaafet,0
ZTF17aacrbtg,1
ZTF18aasxhzi,1
ZTF18aasajmq,1
ZTF17aaaajhw,0
ZTF17aaaaghs,0
ZTF18aainadt,1
ZTF17aaaahgk,0
ZTF17aaaaiih,0
ZTF17aacqfhp,1
ZTF17aaazwoz,1
ZTF17aaaaeeu,0
ZTF17aaaaawq,0
ZTF17aaaaasd,0
ZTF17aaaajkn,0
ZTF17aabjbpx,1
ZTF17aaaagdq,0
ZTF17aacadah,1
ZTF17aaaajjn,0
ZTF17aaaahtz,0
ZTF17aaaaggi,0
ZTF17aaccuyb,1
ZTF17aacrkmo,1
ZTF17aacqffw,1
ZTF18aaxjogz,1
ZTF17aacrwxf,1
ZTF17aaaaigo,0
ZTF18aauqldo,1
ZTF18aatoeod,1
ZTF17aaaahkh,0
ZTF17aaaaidd,0
ZTF18aakybym,1
ZTF17aaaajwx,0
ZTF17aaaajky,0
ZTF17aaaaaea,0
ZTF17aaaaefq,0
ZTF17aaaajfv,0
ZTF17aacriqg,1
ZTF17aacqqiy,1
ZTF18aayhzic,1
ZTF17aaazpal,1
ZTF17aaaafnb,0
ZTF18aaxpvfs,1
ZTF17aacrjfu,1
ZTF17aacryep,1
ZTF17aaaaalw,0
ZTF17aaaahkv,0
ZTF18abacenj,1
ZTF18aauzldt,1
ZTF17aaaaalt,0
ZTF17aaaaawp,0
ZTF17aaaaesg,0
ZTF17aabiegs,1
ZTF17aaaairh,0
ZTF17aacrdxj,1
ZTF17aaaaahf,0
ZTF17aaaahbv,0
ZTF17aacqiki,1
ZTF18aaxrvsz,1
ZTF17aaaajqa,0
ZTF17aaaagoh,0
ZTF18aaswbai,1
ZTF18aaiztpr,1
ZTF17aaaahpl,0
ZTF17aaaaami,0
ZTF18aaxuqbe,1
ZTF17aaaywml,1
ZTF17aaaxqki,1
ZTF17aacragh,1
ZTF17aabisch,1
ZTF17aabudgh,1
ZTF17aacdfvm,1
ZTF17aaaajly,0
ZTF18aasjrkj,1
ZTF17aacrjgy,1
ZTF18aayhatk,1
ZTF17aaaajzk,0
ZTF17aaaaben,0
ZTF17aaawaxx,1
ZTF17aaaaats,0
ZTF17aaaaiqt,0
ZTF17aacqtet,1
ZTF18aayyeol,1
ZTF18aathpjh,1
ZTF17aaaahmu,0
ZTF18aazfmkw,1
ZTF17aacqfhr,1
ZTF17aaaaiby,0
ZTF18aaxcxih,1
ZTF17aacruqw,1
ZTF18aawqcqz,1
ZTF17aacrmcf,1
ZTF17aacqfia,1
ZTF17aaaaatz,0
ZTF17aaaaibx,0
ZTF17aaaaffc,0
ZTF17aaaaezo,0
ZTF17aaaajjp,0
ZTF17aaaafbp,0
ZTF17aacncvm,1
ZTF18aarwxum,1
ZTF17aacsnlm,1
ZTF17aaaahap,0
ZTF17aaaagzc,0
ZTF18aaxysmg,1
ZTF18aavtuob,1
ZTF18aahmxqa,1
ZTF17aaaahbq,0
ZTF17aacqgyu,1
ZTF17aaaaawz,0
ZTF17aaaahkz,0
ZTF17aaaabeu,0
ZTF17aaaaadf,0
ZTF17aabwojv,1
ZTF18aazcszm,1
ZTF17aacqgbz,1
ZTF17aaaaadg,0
ZTF17aaaahgi,0
ZTF18aanlrum,1
ZTF17aaaadik,0
ZTF17aaaafja,0
ZTF18aaztckh,1
ZTF17aacfnsu,1
ZTF17aaaaicb,0
ZTF18aakjlck,1
ZTF17aaaafje,0
ZTF17aaaajhd,0
ZTF17aaaaiyb,0
ZTF17aaaafgj,0
ZTF17aaaadwn,0
ZTF17aaaafzi,0
ZTF17aaaahdw,0
ZTF17aacinqs,1
ZTF17aaaagcr,0
ZTF17aaaahiy,0
ZTF17aaazgus,1
ZTF17aaaafwx,0
ZTF17aaaadmg,0
ZTF17aaaafcz,0
ZTF17aaaaima,0
ZTF17aaaajce,0
ZTF17aaaaaxk,0
ZTF17aaazurp,1
ZTF18aawhkce,1
ZTF18aabuoga,1
ZTF18aavwyap,1
ZTF17aaaaehi,0
ZTF17aaaaedf,0
ZTF18aanrzum,1
ZTF17aaatvxz,1
ZTF17aaaaavn,0
ZTF17aaaadvq,0
ZTF17aaaagub,0
ZTF17aaazovg,1
ZTF18aaoupaw,1
ZTF17aaaaaus,0
ZTF17aabxbjs,1
ZTF17aacacva,1
ZTF17aaaajkt,0
ZTF18aaxvxzp,1
ZTF17aacleir,1
ZTF17aacsocf,1
ZTF17aacqhfd,1
ZTF18aarcpri,1
ZTF17aaaacfh,0
ZTF17aablusj,1
ZTF17aaaaham,0
ZTF17aaaajgl,0
ZTF18aauanao,1
ZTF17aaaaaxp,0
ZTF17aaaaicu,0
ZTF17aaaafle,0
ZTF17aaaajbe,0
ZTF17aaaacst,0
ZTF17aaaahgg,0
ZTF17aacamgy,1
ZTF17aaaaimy,0
ZTF17aacryys,1
ZTF17aaaabdi,0
ZTF17aaaagvy,0
ZTF17aaaahhn,0
ZTF17aaaajfs,0
ZTF17aaaaggf,0
ZTF17aaaiwhq,1
ZTF17aaaadfi,0
ZTF17aaaaiom,0
ZTF17aaaadic,0
ZTF17aaaajcp,0
ZTF18aarlbnr,1
ZTF17aaaahas,0
ZTF17aaaaivw,0
ZTF17aaaaagq,0
ZTF17aaaaisp,0
ZTF17aaazgts,1
ZTF18aawscch,1
ZTF17aacqpkg,1
ZTF18aawowvr,1
ZTF17aaaabeh,0
ZTF17aacsnlj,1
ZTF17aaaaaom,0
ZTF17aaaahhl,0
ZTF17aaaagdx,0
ZTF17aaaaerb,0
ZTF17aaaadih,0
ZTF17aaaahcz,0
ZTF17aaaaaak,0
ZTF17aabafss,1
ZTF17aaaaaya,0
ZTF18aaiwmbv,1
ZTF17aacjyws,1
ZTF17aabcgjq,1
ZTF17aacrptc,1
ZTF18abadzkr,1
ZTF17aaaaaog,0
ZTF17aaaahlv,0
ZTF17aaaairu,0
ZTF18aazxcwx,1
ZTF17aaaagys,0
ZTF18aadmssd,1
ZTF17aaaahma,0
ZTF17aaaaiak,0
ZTF17aaaajxb,0
ZTF17aacadau,1
ZTF17aacrdsj,1
ZTF17aaaafmf,0
ZTF17aacslld,1
ZTF17aaaaagw,0
ZTF17aaaadrt,0
ZTF17aaaahig,0
ZTF17aaaagdc,0
ZTF18aaxkqgy,1
ZTF17aaaahzy,0
ZTF18aazheea,1
ZTF17aaaajoh,0
ZTF17aaaxnwb,1
ZTF17aaaajtk,0
ZTF18aagtwyh,1
ZTF17aacpror,1
ZTF17aaaadth,0
ZTF17aacamgw,1
ZTF18aaxpvoz,1
ZTF17aaaaicc,0
ZTF18aazativ,1
ZTF17aaaaaou,0
ZTF18abaaygc,1
ZTF17aaaaiyc,0
ZTF17aaaaako,0
ZTF18aaznsmu,1
ZTF18abaedxu,1
ZTF17aaaaitn,0
ZTF17aaaahno,0
ZTF17aaaaffk,0
ZTF18aazachi,1
ZTF17aaaafcj,0
ZTF17aaaaaqb,0
ZTF17aabisid,1
ZTF17aaaajkp,0
ZTF17aackarb,1
ZTF17aaaaekt,0
ZTF17aaaakan,0
ZTF17aaaafkz,0
ZTF18aataafd,1
ZTF17aaaajxq,0
ZTF18aazhpye,1
ZTF17aaaahhg,0
ZTF17aaaacuv,0
ZTF18aawrkkt,1
ZTF17aabicsd,1
ZTF17aaaajje,0
ZTF17aaaafmm,0
ZTF17aaaahbe,0
ZTF17aaaagok,0
ZTF18aawogqz,1
ZTF18aawyzvf,1
ZTF18abaehni,1
ZTF18aaubijx,1
ZTF17aabiygv,1
ZTF17aaaaddh,0
ZTF17aaaaiwm,0
ZTF17aaaacqq,0
ZTF17aabaatp,1
ZTF17aaaahdm,0
ZTF17aaaafxv,0
ZTF17aaaaaih,0
ZTF17aaaaguk,0
ZTF18aacghni,1
ZTF17aaaaiam,0
ZTF17aaaafac,0
ZTF18aaydejd,1
ZTF18aazembj,1
ZTF18aaxmjjr,1
ZTF17aaaagnc,0
ZTF17aaaaamm,0
ZTF17aaaajqb,0
ZTF17aabwcul,1
ZTF17aabvkaf,1
ZTF17aacrssg,1
ZTF17aaaafkm,0
ZTF17aaaahue,0
ZTF17aaaajzl,0
ZTF17aaaaerd,0
ZTF17aaaainc,0
ZTF17aaaaeqi,0
ZTF17aaaajiz,0
ZTF17aaaahnd,0
ZTF17aaaaaky,0
ZTF17aaaxsej,1
ZTF17aaaagya,0
ZTF17aaaytcp,1
ZTF18ababhch,1
ZTF17aaayzdp,1
ZTF17aaaagwr,0
ZTF17aacehne,1
ZTF17aabaorw,1
ZTF17aaaajyq,0
ZTF18aabfgki,1
ZTF17aaaaflg,0
ZTF17aacrkki,1
ZTF17aaaajft,0
ZTF17aacrkna,1
ZTF17aacredt,1
ZTF17aaaagpn,0
ZTF17aaapqht,1
ZTF18aarlhfw,1
ZTF17aacqydy,1
ZTF17aaaaarb,0
ZTF17aaaaire,0
ZTF17aaaahfe,0
ZTF17aabwtoi,1
ZTF17aaaajnu,0
ZTF17aaazovk,1
ZTF17aaaaedc,0
ZTF17aabwjba,1
ZTF17aaaagyb,0
ZTF18abaagri,1
ZTF17aaaaawk,0
ZTF17aabxcfu,1
ZTF17aaaaheo,0
ZTF18aarujmm,1
ZTF17aaaafwt,0
ZTF17aacpqcf,1
ZTF17aaaxabm,1
ZTF17aackaeg,1
ZTF18aaxtgpq,1
ZTF18aatquwd,1
ZTF18aajkidk,1
ZTF18aaxtijt,1
ZTF18aaqpowv,1
ZTF18aacmaco,1
ZTF18aaxmgyn,1
ZTF17aaaajqs,0
ZTF17aaaaayw,0
ZTF17aacrxun,1
ZTF17aaaajlq,0
ZTF17aaaaiiu,0
ZTF17aaaaisy,0
ZTF17aaaacnr,0
ZTF17aaaaaop,0
ZTF18aaspmor,1
ZTF17aaaagnl,0
ZTF18aazasbq,1
ZTF17aaaagth,0
ZTF18aayhkte,1
ZTF17aacrrbi,1
ZTF17aaaaaes,0
ZTF17aaaajnt,0
ZTF17aacrmbo,1
ZTF17aaaahdx,0
ZTF18aabuoxd,1
ZTF17aaaaaxu,0
ZTF17aaaahez,0
ZTF18aaqgihb,1
ZTF17aaaaioy,0
ZTF17aaaagoq,0
ZTF18aawxgqp,1
ZTF18abaacnc,1
ZTF17aaaaapi,0
ZTF17aacqfho,1
ZTF17aaaaaal,0
ZTF17aabakky,1
ZTF17aaaafiu,0
ZTF17aaaafki,0
ZTF17aacqtfp,1
ZTF18aazcckw,1
ZTF18aaytect,1
ZTF17aaaabeb,0
ZTF17aaaadmn,0
ZTF17aacqhfa,1
ZTF17aacragt,1
ZTF17aaaaewk,0
ZTF17aacrkiu,1
ZTF17aaaahbo,0
ZTF18aaqgvnf,1
ZTF17aaazoux,1
ZTF17aabcjga,1
ZTF17aaaaanv,0
ZTF17aaaabbs,0
ZTF18aaykdyz,1
ZTF17aaaahqy,0
ZTF17aaaagng,0
ZTF17aaaaavd,0
ZTF17aabocrc,1
ZTF17aaaagyc,0
ZTF18aaxutug,1
ZTF17aaaahey,0
ZTF17aaawrli,1
ZTF17aaaaioi,0
ZTF18aaxyzue,1
ZTF18aazaqlr,1
ZTF17aaaafca,0
ZTF17aacpwpr,1
ZTF17aabuaao,1
ZTF17aabwhpw,1
ZTF18aaumlfl,1
ZTF17aaauqqp,1
ZTF17aaaagnu,0
ZTF17aaaajmx,0
ZTF17aaaafwz,0
ZTF17aaaafis,0
ZTF18aaxcqus,1
ZTF17aaaagoa,0
ZTF17aabmyvf,1
ZTF17aaaahlc,0
ZTF17aaaafdh,0
ZTF18aazausu,1
ZTF17aacrrad,1
ZTF18aazhdoe,1
ZTF17aaatizh,1
ZTF17aabwpfd,1
ZTF17aacqhdu,1
ZTF17aaaqodc,1
ZTF17aaaaeew,0
ZTF17aacqhdc,1
ZTF17aaaagcj,0
ZTF18aariora,1
ZTF17aaaainl,0
ZTF18aayyzro,1
ZTF17aaaaiqj,0
ZTF17aaaagus,0
ZTF17aaaaipm,0
ZTF17aaaahgu,0
ZTF17aaaadhu,0
ZTF17aaaahev,0
ZTF18aazuxar,1
ZTF17aacrkmt,1
ZTF18ababubt,1
ZTF18aahhenr,1
ZTF17aabewla,1
ZTF18aavbdhq,1
ZTF17aaaxqil,1
ZTF17aaaaasr,0
ZTF17aaaadgp,0
ZTF18aazaxqj,1
ZTF18aajcwwi,1
ZTF17aaaxktk,1
ZTF17aaaafxx,0
ZTF17aaaajyx,0
ZTF18aayhkua,1
ZTF17aaaaawd,0
ZTF17aaaahuo,0
ZTF17aaaxexs,1
ZTF18aaqiosf,1
ZTF17aabwcuq,1
ZTF17aacrurm,1
ZTF17aaaahdr,0
ZTF17aaasgcj,1
ZTF17aaaaibl,0
ZTF17aacsljs,1
ZTF17aaaaaej,0
ZTF18abaefzu,1
ZTF18abacqom,1
ZTF18aamwhqf,1
ZTF17aaaaiaq,0
ZTF17aaaaczb,0
ZTF18abaedht,1
ZTF17aacriva,1
ZTF17aaaaatq,0
ZTF18aaphcra,1
ZTF18aauhqdo,1
ZTF18aazcjdp,1
ZTF18abadyka,1
ZTF17aaaaisj,0
ZTF18aazauel,1
ZTF17aaaajgg,0
ZTF17aaaahhx,0
ZTF17aaaadvg,0
ZTF17aaaaadp,0
ZTF17aaaahpx,0
ZTF18aazdjeh,1
ZTF17aacrazv,1
ZTF17aaaaisc,0
ZTF18aapukti,1
ZTF17aaaafmr,0
ZTF17aaarukr,1
ZTF17aaaajzv,0
ZTF18aaywxez,1
ZTF17aaaadlo,0
ZTF17aaaahda,0
ZTF17aaaadsj,0
ZTF17aaaafkh,0
ZTF18aawlfnj,1
ZTF17aaaafaf,0
ZTF17aacadsa,1
ZTF17aaaxxdy,1
ZTF17aaaahiz,0
ZTF17aackxdo,1
ZTF17aabisim,1
ZTF17aabvbmz,1
ZTF17aacrkmh,1
ZTF17aacrfxk,1
ZTF17aacqhzd,1
ZTF17aaaajzf,0
ZTF17aacqfij,1
ZTF17aaaqksj,1
ZTF17aacqhee,1
ZTF17aaaailp,0
ZTF18aawedvm,1
ZTF17aaaahli,0
ZTF17aaaaice,0
ZTF17aaaaikc,0
ZTF17aabxeul,1
ZTF17aaaagol,0
ZTF17aaaafih,0
ZTF17aaakhnt,1
ZTF18aaydjxp,1
